Array_No,Type,Size,Passes,Comparisons,Shifts
AVG,AVG,638,637,203203,101791
881,S,268,267,35778,18099
882,S,268,267,35778,19335
883,S,268,267,35778,18779
884,S,268,267,35778,15900
885,S,268,267,35778,16510
886,S,268,267,35778,17670
887,S,268,267,35778,18069
888,S,268,267,35778,17244
889,A,268,267,35778,0
890,D,268,267,35778,35737
AVG,AVG,268,267,35778,17734.3
891,S,997,996,496506,251385
892,S,997,996,496506,240940
893,S,997,996,496506,251061
894,S,997,996,496506,254589
895,S,997,996,496506,250584
896,S,997,996,496506,241845
897,S,997,996,496506,254521
898,S,997,996,496506,238875
899,A,997,996,496506,0
900,D,997,996,496506,496013
AVG,AVG,997,996,496506,247981
901,S,443,442,97903,48082
902,S,443,442,97903,47753
903,S,443,442,97903,49259
904,S,443,442,97903,46758
905,S,443,442,97903,49785
906,S,443,442,97903,49401
907,S,443,442,97903,48540
908,S,443,442,97903,48748
909,A,443,442,97903,0
910,D,443,442,97903,97824
AVG,AVG,443,442,97903,48615
911,S,838,837,350703,178155
912,S,838,837,350703,168501
913,S,838,837,350703,171231
914,S,838,837,350703,174785
915,S,838,837,350703,175718
916,S,838,837,350703,168482
917,S,838,837,350703,173399
918,S,838,837,350703,177443
919,A,838,837,350703,0
920,D,838,837,350703,350360
AVG,AVG,838,837,350703,173807
921,S,76,75,2850,1457
922,S,76,75,2850,1267
923,S,76,75,2850,1638
924,S,76,75,2850,1402
925,S,76,75,2850,1311
926,S,76,75,2850,1180
927,S,76,75,2850,1384
928,S,76,75,2850,1372
929,A,76,75,2850,0
930,D,76,75,2850,2846
AVG,AVG,76,75,2850,1385.7
931,S,770,769,296065,144402
932,S,770,769,296065,142940
933,S,770,769,296065,152510
934,S,770,769,296065,152804
935,S,770,769,296065,147251
936,S,770,769,296065,147049
937,S,770,769,296065,146578
938,S,770,769,296065,144688
939,A,770,769,296065,0
940,D,770,769,296065,295759
AVG,AVG,770,769,296065,147398
941,S,641,640,205120,103593
942,S,641,640,205120,98628
943,S,641,640,205120,103048
944,S,641,640,205120,106927
945,S,641,640,205120,105658
946,S,641,640,205120,108933
947,S,641,640,205120,101339
948,S,641,640,205120,103419
949,A,641,640,205120,0
950,D,641,640,205120,204909
AVG,AVG,641,640,205120,103645
951,S,875,874,382375,191637
952,S,875,874,382375,193953
953,S,875,874,382375,193106
954,S,875,874,382375,192996
955,S,875,874,382375,197154
956,S,875,874,382375,185177
957,S,875,874,382375,187836
958,S,875,874,382375,188066
959,A,875,874,382375,0
960,D,875,874,382375,382018
AVG,AVG,875,874,382375,191194
961,S,886,885,392055,192659
962,S,886,885,392055,192431
963,S,886,885,392055,191630
964,S,886,885,392055,198351
965,S,886,885,392055,200602
966,S,886,885,392055,198392
967,S,886,885,392055,192551
968,S,886,885,392055,196610
969,A,886,885,392055,0
970,D,886,885,392055,391655
AVG,AVG,886,885,392055,195488
971,S,322,321,51681,26080
972,S,322,321,51681,25670
973,S,322,321,51681,27182
974,S,322,321,51681,25704
975,S,322,321,51681,26155
976,S,322,321,51681,25538
977,S,322,321,51681,24892
978,S,322,321,51681,25647
979,A,322,321,51681,0
980,D,322,321,51681,51626
AVG,AVG,322,321,51681,25849.4
981,S,736,735,270480,134474
982,S,736,735,270480,134904
983,S,736,735,270480,135780
984,S,736,735,270480,136607
985,S,736,735,270480,129618
986,S,736,735,270480,138346
987,S,736,735,270480,137349
988,S,736,735,270480,134247
989,A,736,735,270480,0
990,D,736,735,270480,270198
AVG,AVG,736,735,270480,135152
991,S,700,699,244650,128805
992,S,700,699,244650,120921
993,S,700,699,244650,117636
994,S,700,699,244650,125403
995,S,700,699,244650,116724
996,S,700,699,244650,119325
997,S,700,699,244650,126108
998,S,700,699,244650,124173
999,A,700,699,244650,0
1000,D,700,699,244650,244386
AVG,AVG,700,699,244650,122348
