Array_No,Type,Size,Passes,Comparisons,Shifts
879,A,638,637,637,0
880,D,638,637,203159,202985
AVG,AVG,638,637,102378,101791
881,S,268,267,18359,18099
882,S,268,267,19592,19335
883,S,268,267,19041,18779
884,S,268,267,16161,15900
885,S,268,267,16771,16510
886,S,268,267,17934,17670
887,S,268,267,18331,18069
888,S,268,267,17502,17244
889,A,268,267,267,0
890,D,268,267,35775,35737
AVG,AVG,268,267,17973.3,17734.3
891,S,997,996,252373,251385
892,S,997,996,241932,240940
893,S,997,996,252053,251061
894,S,997,996,255577,254589
895,S,997,996,251574,250584
896,S,997,996,242833,241845
897,S,997,996,255512,254521
898,S,997,996,239864,238875
899,A,997,996,996,0
900,D,997,996,496381,496013
AVG,AVG,997,996,248910,247981
901,S,443,442,48516,48082
902,S,443,442,48193,47753
903,S,443,442,49694,49259
904,S,443,442,47195,46758
905,S,443,442,50221,49785
906,S,443,442,49838,49401
907,S,443,442,48975,48540
908,S,443,442,49187,48748
909,A,443,442,442,0
910,D,443,442,97898,97824
AVG,AVG,443,442,49015.9,48615
911,S,838,837,178988,178155
912,S,838,837,169331,168501
913,S,838,837,172063,171231
914,S,838,837,175617,174785
915,S,838,837,176550,175718
916,S,838,837,169315,168482
917,S,838,837,174232,173399
918,S,838,837,178276,177443
919,A,838,837,837,0
920,D,838,837,350634,350360
AVG,AVG,838,837,174584,173807
921,S,76,75,1531,1457
922,S,76,75,1340,1267
923,S,76,75,1710,1638
924,S,76,75,1472,1402
925,S,76,75,1380,1311
926,S,76,75,1250,1180
927,S,76,75,1453,1384
928,S,76,75,1442,1372
929,A,76,75,75,0
930,D,76,75,2849,2846
AVG,AVG,76,75,1450.2,1385.7
931,S,770,769,145169,144402
932,S,770,769,143705,142940
933,S,770,769,153274,152510
934,S,770,769,153567,152804
935,S,770,769,148016,147251
936,S,770,769,147812,147049
937,S,770,769,147342,146578
938,S,770,769,145450,144688
939,A,770,769,769,0
940,D,770,769,295999,295759
AVG,AVG,770,769,148110,147398
941,S,641,640,104224,103593
942,S,641,640,99264,98628
943,S,641,640,103684,103048
944,S,641,640,107560,106927
945,S,641,640,106288,105658
946,S,641,640,109565,108933
947,S,641,640,101972,101339
948,S,641,640,104055,103419
949,A,641,640,640,0
950,D,641,640,205078,204909
AVG,AVG,641,640,104233,103645
951,S,875,874,192502,191637
952,S,875,874,194821,193953
953,S,875,874,193973,193106
954,S,875,874,193866,192996
955,S,875,874,198021,197154
956,S,875,874,186045,185177
957,S,875,874,188701,187836
958,S,875,874,188932,188066
959,A,875,874,874,0
960,D,875,874,382298,382018
AVG,AVG,875,874,192003,191194
961,S,886,885,193542,192659
962,S,886,885,193314,192431
963,S,886,885,192509,191630
964,S,886,885,199229,198351
965,S,886,885,201482,200602
966,S,886,885,199270,198392
967,S,886,885,193429,192551
968,S,886,885,197485,196610
969,A,886,885,885,0
970,D,886,885,391959,391655
AVG,AVG,886,885,196310,195488
971,S,322,321,26398,26080
972,S,322,321,25984,25670
973,S,322,321,27499,27182
974,S,322,321,26019,25704
975,S,322,321,26471,26155
976,S,322,321,25855,25538
977,S,322,321,25211,24892
978,S,322,321,25966,25647
979,A,322,321,321,0
980,D,322,321,51675,51626
AVG,AVG,322,321,26139.9,25849.4
981,S,736,735,135204,134474
982,S,736,735,135638,134904
983,S,736,735,136512,135780
984,S,736,735,137338,136607
985,S,736,735,130345,129618
986,S,736,735,139075,138346
987,S,736,735,138080,137349
988,S,736,735,134975,134247
989,A,736,735,735,0
990,D,736,735,270417,270198
AVG,AVG,736,735,135832,135152
991,S,700,699,129498,128805
992,S,700,699,121610,120921
993,S,700,699,118331,117636
994,S,700,699,126098,125403
995,S,700,699,117414,116724
996,S,700,699,120015,119325
997,S,700,699,126796,126108
998,S,700,699,124866,124173
999,A,700,699,699,0
1000,D,700,699,244589,244386
AVG,AVG,700,699,122992,122348
